epoch	hours	top1Accuracy
1	0.00180291	57.36
2	0.00297389	64.46
3	0.00414603	77.35
4	0.00531360	72.10
5	0.00648596	77.23
6	0.00766318	76.87
7	0.00883411	79.51
8	0.01000744	82.18
9	0.01118640	78.98
10	0.01236319	77.15
11	0.01644116	87.53
12	0.02080048	86.62
13	0.02532601	87.79
14	0.02953870	87.85
15	0.03361417	81.79
16	0.03761315	75.13
17	0.04179536	78.96
18	0.04581434	80.46
19	0.04988877	81.94
20	0.05394260	78.49
21	0.05798334	72.16
22	0.06210776	77.43
23	0.06626256	79.21
24	0.07042629	83.67
25	0.07449259	85.72
26	0.07855372	82.14
27	0.08262042	81.93
28	0.08681594	84.05
29	0.09087782	81.24
30	0.09497478	82.53
31	0.09906236	81.43
32	0.10313977	81.72
33	0.10741674	83.83
34	0.11144340	86.64
35	0.11549068	84.46
36	0.11953533	85.76
37	0.12357199	81.61
38	0.12775895	85.82
39	0.13179464	84.65
40	0.13589998	73.42
41	0.13999606	88.20
42	0.14429347	84.91
43	0.14850820	87.04
44	0.15264557	84.02
45	0.15672504	84.30
46	0.16100783	83.44
47	0.16504212	79.19
48	0.16919107	83.79
49	0.17333556	85.63
50	0.17735484	85.22
51	0.18150018	87.40
52	0.18561350	86.13
53	0.18970819	86.76
54	0.19393851	86.02
55	0.19802692	85.81
56	0.20211892	87.51
57	0.20616411	83.69
58	0.21015786	85.43
59	0.21439782	88.31
60	0.21850942	86.89
61	0.22252613	88.46
62	0.22671637	84.22
63	0.23075199	86.26
64	0.23477035	87.50
65	0.23884352	86.24
66	0.24291381	88.96
67	0.24720320	85.61
68	0.25116269	87.00
69	0.25514717	86.67
70	0.25919279	89.07
71	0.26324329	88.04
72	0.26736561	88.98
73	0.27141829	88.49
74	0.27546304	87.71
75	0.27944617	89.67
76	0.28351803	88.96
77	0.28757200	88.62
78	0.29176373	89.71
79	0.29570358	90.68
80	0.29969037	90.80
81	0.30373574	90.13
82	0.30775154	90.93
83	0.31201596	91.30
84	0.31621602	90.19
85	0.32030643	90.52
86	0.32436416	90.60
87	0.32836501	91.55
88	0.33262882	91.06
89	0.33663689	91.26
90	0.34070799	92.28
91	0.34477076	92.24
92	0.34881281	92.49
93	0.35298603	92.63
94	0.35703230	93.12
95	0.36103206	93.12
96	0.36497087	93.58
97	0.36925145	93.63
98	0.37328952	94.04
99	0.37743882	94.18
100	0.38153529	94.29
