epoch	hours	top1Accuracy
1	0.00453757	25.01
2	0.00721784	31.99
3	0.00990064	21.30
4	0.01258584	26.95
5	0.01527260	37.17
6	0.01796199	19.68
7	0.02064776	31.25
8	0.02333363	30.08
9	0.02601690	37.19
10	0.02870318	26.46
11	0.03185092	50.60
12	0.03453422	33.19
13	0.03721573	50.25
14	0.03989645	41.13
15	0.04258076	42.25
16	0.04526576	48.01
17	0.04795648	45.36
18	0.05064720	48.73
19	0.05333721	33.09
20	0.05602770	51.65
21	0.05936739	49.60
22	0.06206662	25.58
23	0.06476021	31.89
24	0.06745741	34.38
25	0.07015545	40.44
26	0.07285320	44.11
27	0.07555259	39.66
28	0.07825200	43.25
29	0.08094969	31.58
30	0.08365009	44.92
31	0.08690190	58.74
32	0.08960104	47.61
33	0.09230060	53.18
34	0.09500102	43.12
35	0.09770200	49.12
36	0.10040353	51.43
37	0.10310687	53.86
38	0.10581002	61.51
39	0.10851496	61.44
40	0.11121750	61.05
41	0.11445969	64.53
42	0.11716457	63.39
43	0.11986727	60.23
44	0.12257247	62.20
45	0.12527740	59.42
46	0.12797902	69.60
47	0.13069083	68.68
48	0.13339805	71.97
49	0.13610633	72.30
50	0.13881048	72.62
