epoch	hours	top1Accuracy
1	0.00176118	61.25
2	0.00584302	58.93
3	0.00991627	62.93
4	0.01406669	73.19
5	0.01858214	75.66
6	0.02310017	72.54
7	0.02741613	82.63
8	0.03202701	79.97
9	0.03620400	79.94
10	0.04072905	83.14
11	0.04500964	83.26
12	0.04909658	81.76
13	0.05347603	78.29
14	0.05762157	83.96
15	0.06190227	82.95
16	0.06610439	79.65
17	0.07036864	84.87
18	0.07462889	75.47
19	0.07879774	82.06
20	0.08304342	77.21
21	0.08709330	85.26
22	0.09126234	84.75
23	0.09541240	82.74
24	0.09952142	71.63
25	0.10378847	81.72
26	0.10785642	85.89
27	0.11211384	83.70
28	0.11594951	84.71
29	0.12013582	83.96
30	0.12462036	81.97
31	0.12892290	85.69
32	0.13320457	83.11
33	0.13748853	79.38
34	0.14194829	80.52
35	0.14627217	81.70
36	0.15052806	81.10
37	0.15469688	83.59
38	0.15917726	85.96
39	0.16347249	86.66
40	0.16758207	83.16
41	0.17197534	83.32
42	0.17632004	80.38
43	0.18057512	84.75
44	0.18488366	80.80
45	0.18933637	84.50
46	0.19373378	84.28
47	0.19799711	87.00
48	0.20223193	82.21
49	0.20631828	84.70
50	0.21053011	84.53
51	0.21486734	84.11
52	0.21903516	84.95
53	0.22311555	83.18
54	0.22732891	87.52
55	0.23150816	81.78
56	0.23552927	86.86
57	0.23957262	87.98
58	0.24375505	84.30
59	0.24741740	87.14
60	0.25149676	88.40
61	0.25555800	88.85
62	0.25977752	88.70
63	0.26391253	88.32
64	0.26824735	86.94
65	0.27232356	88.57
66	0.27655397	85.96
67	0.28060793	85.50
68	0.28473517	89.29
69	0.28884519	88.48
70	0.29287553	87.55
71	0.29702167	89.07
72	0.30114381	87.72
73	0.30551681	89.55
74	0.30961234	83.26
75	0.31398425	89.76
76	0.31807291	88.39
77	0.32214616	90.31
78	0.32646783	89.71
79	0.33071168	89.88
80	0.33490621	89.94
81	0.33916365	90.54
82	0.34381194	91.15
83	0.34800969	91.11
84	0.35208723	90.79
85	0.35627948	91.76
86	0.36044806	91.90
87	0.36491760	90.76
88	0.36946656	92.46
89	0.37354240	91.90
90	0.37736468	91.99
91	0.38148889	92.82
92	0.38587182	92.86
93	0.38996814	92.83
94	0.39444583	93.32
95	0.39849336	93.64
96	0.40280306	93.90
97	0.40703609	94.18
98	0.41125959	94.30
99	0.41541546	94.39
100	0.41950509	94.33
