epoch	hours	top1Accuracy
1	0.00482222	19.57
2	0.00719360	23.88
3	0.01048207	13.16
4	0.01286800	37.32
5	0.01527285	34.34
6	0.01847298	15.50
7	0.02084511	12.10
8	0.02404878	10.32
9	0.02645920	16.58
10	0.02881820	15.03
11	0.03203843	16.95
12	0.03443913	17.14
13	0.03761832	17.27
14	0.03998204	10.71
15	0.04233043	25.52
16	0.04552617	21.49
17	0.04787055	25.29
18	0.05109999	30.09
19	0.05344479	22.61
20	0.05579577	32.48
21	0.05911946	32.63
22	0.06147215	38.72
23	0.06473223	21.46
24	0.06708784	40.37
25	0.06942770	31.53
26	0.07260233	25.25
27	0.07495086	45.29
28	0.07817054	24.37
29	0.08054456	61.71
30	0.08287562	61.53
