epoch	hours	top1Accuracy
1	0.00701331	13.09
2	0.01222284	12.96
3	0.01814506	13.60
4	0.02337134	10.70
5	0.02863597	10.00
6	0.03472602	10.00
7	0.03994197	10.87
8	0.04523348	13.24
9	0.05123550	20.38
10	0.05652359	24.61
11	0.06201855	28.99
12	0.06759085	33.56
13	0.07286073	36.91
14	0.07857669	38.21
15	0.08400975	43.43
16	0.08927052	45.60
17	0.09501920	49.73
18	0.10048196	52.79
19	0.10572884	51.22
20	0.11147314	56.77
21	0.11690400	58.79
22	0.12212636	63.51
23	0.12775429	63.39
24	0.13324676	65.54
25	0.13880861	65.79
