epoch	hours	top1Accuracy
1	0.00311805	22.06
2	0.00555145	46.51
3	0.00799200	32.39
4	0.01046104	54.59
5	0.01287274	30.03
6	0.01531235	43.53
7	0.01775150	26.67
8	0.02017652	17.99
9	0.02260777	27.11
10	0.02509063	39.69
11	0.02749234	35.58
12	0.02991454	30.73
13	0.03239588	19.17
14	0.03479851	36.03
15	0.03719713	32.05
16	0.03964586	40.85
17	0.04207260	41.74
18	0.04451353	54.16
19	0.04698625	41.18
20	0.04939019	70.36
21	0.05178142	62.49
22	0.05422300	75.90
23	0.05662148	63.54
24	0.05904436	83.41
25	0.06148301	84.02
26	0.06388443	86.90
27	0.06630751	86.14
28	0.06874829	89.56
29	0.07117007	91.94
30	0.07359743	92.10
