epoch	hours	top1Accuracy
1	0.01377542	36.58
2	0.02640079	64.18
3	0.03898296	64.60
4	0.05145009	72.73
5	0.06419177	77.74
6	0.07709365	77.70
7	0.08963952	80.20
8	0.10247955	82.06
9	0.11531780	75.67
10	0.12816106	76.43
11	0.14074066	83.74
12	0.15305797	80.20
13	0.16576334	80.01
14	0.17837112	82.29
15	0.19146366	83.68
16	0.20388999	82.64
17	0.21650162	75.04
18	0.22878889	81.95
19	0.24158064	79.88
20	0.25411170	82.57
21	0.26689144	85.21
22	0.27968987	84.57
23	0.29233882	84.80
24	0.30468998	87.69
25	0.31734192	85.58
26	0.32989215	85.01
27	0.34211641	85.49
28	0.35463475	85.86
29	0.36710721	86.97
30	0.37975769	90.04
31	0.39217597	88.33
32	0.40480500	89.20
33	0.41740881	88.07
34	0.43053327	89.53
35	0.44282505	90.96
36	0.45552576	91.56
37	0.46800606	90.89
38	0.48090902	92.51
39	0.49342694	92.93
40	0.50613865	93.40
