epoch	hours	top1Accuracy
1	0.00658566	23.75
2	0.01183345	13.38
3	0.01721232	12.14
4	0.02242454	15.51
5	0.02769395	19.10
6	0.03293045	21.20
7	0.03816649	26.23
8	0.04339554	28.31
9	0.04864120	32.73
10	0.05385216	33.79
11	0.05912390	36.13
12	0.06457324	38.99
13	0.06981930	40.82
14	0.07506898	47.68
15	0.08032024	41.95
16	0.08558017	51.76
17	0.09089753	52.19
18	0.09627376	58.23
19	0.10145869	58.50
20	0.10667160	60.03
21	0.11191987	64.22
22	0.11716977	66.76
23	0.12239548	67.90
24	0.12760722	68.29
25	0.13296077	68.85
