epoch	hours	top1Accuracy
1	0.00345014	24.31
2	0.00618130	34.74
3	0.00891497	42.96
4	0.01164708	47.59
5	0.01438225	37.80
6	0.01711768	50.87
7	0.01984846	55.75
8	0.02258197	59.54
9	0.02531619	56.12
10	0.02805048	62.99
11	0.03078622	61.69
12	0.03352253	62.22
13	0.03626038	67.35
14	0.03899521	71.63
15	0.04173290	69.49
16	0.04446972	71.79
17	0.04720634	66.62
18	0.04994168	72.10
19	0.05268165	73.21
20	0.05541761	74.70
21	0.05815605	75.32
22	0.06089419	75.54
23	0.06363316	75.32
24	0.06636899	75.59
25	0.06910749	78.21
26	0.07184599	79.01
27	0.07458571	79.30
28	0.07732296	78.20
29	0.08006371	78.43
30	0.08280437	80.46
31	0.08554097	80.01
32	0.08827939	81.82
33	0.09101782	80.81
34	0.09375821	81.57
35	0.09649522	81.36
36	0.09923665	81.89
37	0.10197965	82.06
38	0.10472123	81.73
39	0.10746155	82.86
40	0.11020073	83.00
41	0.11293891	82.79
42	0.11568266	82.05
43	0.11842310	83.47
44	0.12116233	83.41
45	0.12390160	83.59
46	0.12664322	83.82
47	0.12938736	83.84
48	0.13213078	83.93
49	0.13487358	84.05
50	0.13761534	83.76
