epoch	hours	top1Accuracy
1	0.01538047	37.27
2	0.01654115	46.82
3	0.01771815	51.67
4	0.01887843	50.05
5	0.02004156	59.00
6	0.02123402	55.81
7	0.02239821	59.90
8	0.02356475	62.31
9	0.02475401	59.43
10	0.02592243	62.10
11	0.02711768	63.94
12	0.02831463	50.20
13	0.02948425	64.78
14	0.03066690	55.20
15	0.03183569	59.00
16	0.03300398	58.96
17	0.03419512	55.88
18	0.03536810	49.07
19	0.03653658	45.89
20	0.03774271	41.36
21	0.03891250	40.83
22	0.04007844	28.65
23	0.04127365	17.06
24	0.04243971	16.82
25	0.04360822	12.81
26	0.04478831	10.17
27	0.04595364	10.09
28	0.04712140	10.00
29	0.04831340	10.00
30	0.04952592	10.00
31	0.05070471	10.00
32	0.05189189	10.00
33	0.05305873	10.00
34	0.05423306	10.00
35	0.05541206	10.00
36	0.05657874	10.00
37	0.05775547	10.00
38	0.05893058	10.00
39	0.06009436	10.00
40	0.06128528	10.00
41	0.06244855	10.00
42	0.06360902	10.00
43	0.06478479	10.00
44	0.06594530	10.00
45	0.06711827	10.00
46	0.06829120	10.00
47	0.06945413	10.00
48	0.07066047	10.00
49	0.07183074	10.00
50	0.07298688	10.00
51	0.07415015	10.00
52	0.07530592	10.00
53	0.07645993	10.00
54	0.07761962	10.00
55	0.07877332	10.00
56	0.07992753	10.00
57	0.08108266	10.00
58	0.08223847	10.00
59	0.08340028	10.00
60	0.08455321	10.00
