epoch	hours	top1Accuracy
1	0.00203075	35.74
2	0.00340142	51.76
3	0.00477580	59.99
4	0.00614934	58.39
5	0.00752566	63.10
6	0.00890003	69.71
7	0.01027600	70.20
8	0.01165171	70.27
9	0.01303182	67.72
10	0.01440790	74.19
11	0.01578541	71.37
12	0.01716229	71.50
13	0.01853841	74.83
14	0.01991628	66.72
15	0.02129329	73.75
16	0.02267028	73.72
17	0.02404833	71.59
18	0.02542531	69.18
19	0.02680271	71.00
20	0.02818006	72.85
21	0.02955667	69.73
22	0.03093528	60.40
23	0.03231215	69.77
24	0.03369127	37.49
25	0.03506974	44.75
26	0.03644811	56.81
27	0.03782531	47.66
28	0.03920166	49.21
29	0.04057880	33.45
30	0.04195543	41.54
31	0.04333261	25.33
32	0.04470747	31.19
33	0.04608219	39.24
34	0.04745694	32.14
35	0.04883182	34.36
36	0.05020560	37.71
37	0.05157848	28.39
38	0.05294908	38.59
39	0.05432138	38.24
40	0.05569325	44.18
41	0.05706405	39.71
42	0.05843485	38.98
43	0.05980590	45.76
44	0.06117529	45.80
45	0.06254396	37.45
46	0.06391277	34.82
47	0.06528003	41.81
48	0.06664842	45.99
49	0.06802020	48.36
50	0.06938996	48.29
51	0.07076385	48.47
52	0.07213203	47.90
53	0.07349880	33.63
54	0.07486714	39.91
55	0.07623552	29.98
56	0.07760252	46.39
57	0.07896756	40.52
58	0.08033346	31.61
59	0.08169826	41.96
60	0.08306651	37.48
61	0.08443011	34.03
62	0.08579324	42.44
63	0.08715607	23.91
64	0.08851919	47.23
65	0.08988338	44.19
66	0.09124602	46.31
67	0.09260791	44.85
68	0.09396886	40.98
69	0.09532909	41.00
70	0.09668964	43.46
71	0.09805048	40.14
72	0.09940802	39.19
73	0.10076811	42.50
74	0.10212690	33.75
75	0.10348555	29.90
76	0.10484571	40.83
77	0.10620259	42.63
78	0.10756078	40.80
79	0.10891889	34.61
80	0.11027642	44.54
81	0.11163244	44.87
82	0.11298999	39.17
83	0.11434659	42.48
84	0.11570274	46.35
85	0.11705826	48.01
86	0.11841429	47.75
87	0.11977168	47.54
88	0.12112629	50.16
89	0.12247874	49.86
90	0.12383234	50.12
91	0.12518551	50.21
92	0.12654052	45.58
93	0.12789228	49.52
94	0.12924544	51.87
95	0.13059883	48.22
96	0.13195093	51.61
97	0.13330223	51.13
98	0.13465389	52.56
99	0.13600577	53.05
100	0.13735660	53.53
