epoch	hours	top1Accuracy
1	0.00201795	17.43
2	0.00338780	26.44
3	0.00476312	29.50
4	0.00613600	33.19
5	0.00750727	36.60
6	0.00887987	39.46
7	0.01025337	43.11
8	0.01162698	44.67
9	0.01300255	46.14
10	0.01437684	47.15
11	0.01575349	48.56
12	0.01712788	49.74
13	0.01850428	50.78
14	0.01987962	52.15
15	0.02125645	53.13
16	0.02263414	53.48
17	0.02401096	54.50
18	0.02538722	55.03
19	0.02676369	55.65
20	0.02814157	56.26
21	0.02951860	56.68
22	0.03089518	57.15
23	0.03227312	57.51
24	0.03365061	58.07
25	0.03502719	58.67
26	0.03640442	59.11
27	0.03778377	59.52
28	0.03916269	59.70
29	0.04054213	59.92
30	0.04192087	60.37
31	0.04329820	60.46
32	0.04467690	60.87
33	0.04605502	61.13
34	0.04743375	61.43
35	0.04881049	61.95
36	0.05018703	62.34
37	0.05156459	62.35
38	0.05294376	62.61
39	0.05432393	62.88
40	0.05570352	63.25
41	0.05708240	63.33
42	0.05846132	63.62
43	0.05984134	63.51
44	0.06121979	63.74
45	0.06259908	64.08
46	0.06397894	64.09
47	0.06535961	64.53
48	0.06673829	64.73
49	0.06811631	64.95
50	0.06949678	65.31
51	0.07087684	65.65
52	0.07225629	65.35
53	0.07363568	65.79
54	0.07501636	65.60
55	0.07639515	66.13
56	0.07777575	66.20
57	0.07915534	65.45
58	0.08053372	66.33
59	0.08191364	66.31
60	0.08329213	66.57
61	0.08467320	66.79
62	0.08605234	66.66
63	0.08743007	66.87
64	0.08880733	67.00
65	0.09018391	66.93
66	0.09156264	66.97
67	0.09293945	66.99
68	0.09431965	67.46
69	0.09569719	67.40
70	0.09707522	67.46
71	0.09845198	67.20
72	0.09983139	67.34
73	0.10121067	67.60
74	0.10258975	67.84
75	0.10396930	67.86
76	0.10534626	67.85
77	0.10672555	67.70
78	0.10810286	67.80
79	0.10948519	67.89
80	0.11086382	67.96
81	0.11224191	68.01
82	0.11362179	67.90
83	0.11500016	67.97
84	0.11637837	68.19
85	0.11775652	68.10
86	0.11913355	68.06
87	0.12051320	68.01
88	0.12189154	67.97
89	0.12326992	68.25
90	0.12465139	68.24
91	0.12602946	68.38
92	0.12741020	68.36
93	0.12879016	68.40
94	0.13016766	68.39
95	0.13154577	68.28
96	0.13292576	68.38
97	0.13430398	68.29
98	0.13568371	68.34
99	0.13706396	68.41
100	0.13844329	68.25
