epoch	hours	top1Accuracy
1	0.00448443	25.76
2	0.00716059	13.93
3	0.00983860	12.09
4	0.01252017	30.28
5	0.01520733	35.58
6	0.01789113	36.68
7	0.02057618	39.53
8	0.02326143	41.54
9	0.02594857	50.57
10	0.02863743	33.29
11	0.03187172	72.96
12	0.03455903	34.86
13	0.03724743	52.44
14	0.03993549	47.62
15	0.04262460	55.69
16	0.04531395	36.36
17	0.04800486	50.20
18	0.05069901	36.86
19	0.05339228	54.36
20	0.05608337	40.22
21	0.05931883	79.30
22	0.06200876	50.78
23	0.06469725	61.85
24	0.06738781	52.76
25	0.07007959	50.02
26	0.07277153	51.54
27	0.07546230	49.52
28	0.07815791	57.77
29	0.08085057	49.65
30	0.08354473	51.31
31	0.08675067	81.72
32	0.08944135	54.52
33	0.09213304	57.86
34	0.09482675	55.59
35	0.09751839	58.42
36	0.10021258	57.84
37	0.10290706	62.61
38	0.10560060	65.25
39	0.10829540	62.91
40	0.11098860	65.53
41	0.11421704	84.43
42	0.11690852	67.71
43	0.11959693	52.25
44	0.12228602	70.21
45	0.12497715	63.48
46	0.12766891	74.14
47	0.13036894	73.47
48	0.13306143	78.20
49	0.13575286	84.20
50	0.13844563	88.88
